consumer,error_number,errors
Antônio Vaz,5,"[{'Order_id': 1285, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 1286, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 1287, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 1288, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 1289, 'Product_id': 2, 'Product_name': 'bateria'}]"
Émerson Simões Fraga,2,"[{'Order_id': 1290, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 1291, 'Product_id': 27, 'Product_name': 'camera canon'}]"
Beatriz Vaz,4,"[{'Order_id': 1293, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 1294, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 1295, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 1296, 'Product_id': 4, 'Product_name': 'power supply'}]"
Elaine Braz Farias,3,"[{'Order_id': 1298, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 1299, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 1300, 'Product_id': 13, 'Product_name': 'led strip'}]"
Carina Fraga Braga,1,"[{'Order_id': 1301, 'Product_id': 58, 'Product_name': 'espumante'}]"
Isabela Lobo Farias,6,"[{'Order_id': 1302, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 1303, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 1305, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 1306, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 1307, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 1308, 'Product_id': 49, 'Product_name': 'whisky'}]"
Janaína Simões,6,"[{'Order_id': 1309, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 1310, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 1312, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 1313, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 1314, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 1315, 'Product_id': 20, 'Product_name': 'led rgb'}]"
Nicolas Silveira,1,"[{'Order_id': 1316, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Fabiana Vaz Paschoal,7,"[{'Order_id': 1317, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 1318, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 1319, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 1320, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 1321, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 1322, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 1323, 'Product_id': 20, 'Product_name': 'led rgb'}]"
Carlos Silveira,6,"[{'Order_id': 1324, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 1325, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 1326, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 1327, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 1328, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 1329, 'Product_id': 50, 'Product_name': 'gin'}]"
Adriano Ruiz da Silva,5,"[{'Order_id': 1331, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 1332, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 1333, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 1334, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 1335, 'Product_id': 13, 'Product_name': 'led strip'}]"
Isabela Farias da Cunha,6,"[{'Order_id': 1337, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 1338, 'Product_id': 32, 'Product_name': 'instax mini'}, {'Order_id': 1339, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 1340, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 1341, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 1342, 'Product_id': 18, 'Product_name': 'arduino'}]"
Adriano Gimenes Vaz,3,"[{'Order_id': 1344, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 1345, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 1346, 'Product_id': 11, 'Product_name': 'kabel'}]"
Isabela Gimenes Paim,2,"[{'Order_id': 1348, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 1349, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Carlos Barroso Oliveira,4,"[{'Order_id': 1350, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 1351, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 1352, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 1353, 'Product_id': 30, 'Product_name': 'moto g9'}]"
Poliane Vaz,6,"[{'Order_id': 1354, 'Product_id': 48, 'Product_name': 'cerveja'}, {'Order_id': 1355, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 1356, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 1358, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 1359, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 1360, 'Product_id': 20, 'Product_name': 'led rgb'}]"
Carina Farias Arruda,3,"[{'Order_id': 1362, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 1364, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 1366, 'Product_id': 16, 'Product_name': 'fichario'}]"
Janaína da Cunha,2,"[{'Order_id': 1370, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 1371, 'Product_id': 68, 'Product_name': 'açúcar'}]"
Nicole Machado Braz,1,"[{'Order_id': 1372, 'Product_id': 18, 'Product_name': 'arduino'}]"
Heloísa Falcão,4,"[{'Order_id': 1373, 'Product_id': 48, 'Product_name': 'cerveja'}, {'Order_id': 1374, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 1375, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 1376, 'Product_id': 63, 'Product_name': 'cafeteira'}]"
Heloísa Nazário Fraga,1,"[{'Order_id': 1377, 'Product_id': 12, 'Product_name': 'multimeter'}]"
Kléber Medeiros Braga,4,"[{'Order_id': 1379, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 1380, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 1381, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 1382, 'Product_id': 56, 'Product_name': 'malbec'}]"
Gilmar Lima,6,"[{'Order_id': 1383, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 1385, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 1386, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 1387, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 1388, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 1389, 'Product_id': 37, 'Product_name': 'moto g9 plus'}]"
Adriano Gimenes,3,"[{'Order_id': 1390, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 1391, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 1392, 'Product_id': 2, 'Product_name': 'bateria'}]"
Nicolas Lobo Lopes,5,"[{'Order_id': 1393, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 1394, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 1395, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 1396, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 1397, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}]"
Elaine da Silva,6,"[{'Order_id': 1398, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 1399, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 1400, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 1401, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 1403, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 1404, 'Product_id': 16, 'Product_name': 'fichario'}]"
Kléber Ito Arruda,5,"[{'Order_id': 1406, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 1407, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 1408, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 1409, 'Product_id': 64, 'Product_name': 'heineken'}, {'Order_id': 1410, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}]"
Fabiana Pedroso,4,"[{'Order_id': 1412, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 1413, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 1414, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 1415, 'Product_id': 21, 'Product_name': 'camera'}]"
Isabela de Salles Braz,1,"[{'Order_id': 1416, 'Product_id': 36, 'Product_name': 'ipad'}]"
Antônio Monteiro Velho,2,"[{'Order_id': 1417, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 1418, 'Product_id': 51, 'Product_name': 'queijo'}]"
Beatriz Machado Nazário,5,"[{'Order_id': 1419, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 1420, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 1421, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 1422, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 1423, 'Product_id': 31, 'Product_name': 'camera polaroid'}]"
Adriano Nazário,5,"[{'Order_id': 1424, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 1425, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 1426, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 1427, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 1428, 'Product_id': 46, 'Product_name': 'vinho'}]"
Janaína Farias,2,"[{'Order_id': 1429, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 1430, 'Product_id': 38, 'Product_name': 'motorola g10'}]"
Kléber Medeiros Farias,4,"[{'Order_id': 1431, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 1432, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 1433, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 1434, 'Product_id': 2, 'Product_name': 'bateria'}]"
Fernando da Cruz,3,"[{'Order_id': 1435, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 1436, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 1437, 'Product_id': 31, 'Product_name': 'camera polaroid'}]"
Carlos Lima Falcão,7,"[{'Order_id': 1438, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 1439, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 1440, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 1441, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 1442, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 1443, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 1444, 'Product_id': 5, 'Product_name': 'led lights'}]"
Janaína Lopes Medeiros,3,"[{'Order_id': 1446, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 1448, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 1449, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}]"
Valdomiro Falcão,7,"[{'Order_id': 1450, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 1451, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 1452, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 1453, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 1454, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 1455, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 1456, 'Product_id': 1, 'Product_name': 'battery'}]"
Antônio da Cruz Nazário,6,"[{'Order_id': 1457, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 1459, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 1460, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 1461, 'Product_id': 14, 'Product_name': 'carregador iphone'}, {'Order_id': 1462, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 1463, 'Product_id': 36, 'Product_name': 'ipad'}]"
Kléber Cavalcanti,4,"[{'Order_id': 1464, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 1465, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 1466, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 1467, 'Product_id': 11, 'Product_name': 'kabel'}]"
Fernando Ito Correia,2,"[{'Order_id': 1468, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 1470, 'Product_id': 17, 'Product_name': 'bateria carro'}]"
Carlos Leal Carmo,4,"[{'Order_id': 1471, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 1472, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 1474, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 1475, 'Product_id': 21, 'Product_name': 'camera'}]"
Gilmar Machado Machado,2,"[{'Order_id': 1476, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 1478, 'Product_id': 23, 'Product_name': 'moto g10'}]"
Taís Correia Lobo,6,"[{'Order_id': 1480, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 1482, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 1483, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 1484, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 1485, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 1486, 'Product_id': 4, 'Product_name': 'power supply'}]"
Kléber Paschoal,3,"[{'Order_id': 1487, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 1489, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 1490, 'Product_id': 17, 'Product_name': 'bateria carro'}]"
Émerson Braga,5,"[{'Order_id': 1492, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 1493, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 1494, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 1495, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 1496, 'Product_id': 43, 'Product_name': 'moto g 10'}]"
Gilmar Correia Lopes,5,"[{'Order_id': 1498, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 1499, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 1500, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 1501, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 1502, 'Product_id': 16, 'Product_name': 'fichario'}]"
Antônio Carmo Arruda,5,"[{'Order_id': 1503, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 1504, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 1505, 'Product_id': 45, 'Product_name': 'instax mini 11'}, {'Order_id': 1506, 'Product_id': 11, 'Product_name': 'kabel'}, {'Order_id': 1507, 'Product_id': 60, 'Product_name': 'cacau show'}]"
Carlos da Silva Machado,6,"[{'Order_id': 1508, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 1509, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 1510, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 1511, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 1512, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 1513, 'Product_id': 57, 'Product_name': 'dolce gusto'}]"
Isabela Pedroso,7,"[{'Order_id': 1515, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 1516, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 1517, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 1518, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 1519, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 1520, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 1521, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}]"
Janaína da Silva Pedroso,2,"[{'Order_id': 1522, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 1523, 'Product_id': 1, 'Product_name': 'battery'}]"
Heloísa Leal Pacheco,7,"[{'Order_id': 1524, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 1525, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 1526, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 1527, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 1528, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 1529, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 1530, 'Product_id': 60, 'Product_name': 'cacau show'}]"
Elaine Machado,4,"[{'Order_id': 1531, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 1532, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 1533, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 1534, 'Product_id': 16, 'Product_name': 'fichario'}]"
Nicole Lopes Nazário,3,"[{'Order_id': 1535, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 1537, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 1538, 'Product_id': 17, 'Product_name': 'bateria carro'}]"
Nicolas Gimenes,5,"[{'Order_id': 1539, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 1540, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 1541, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 1543, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 1544, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Beatriz Falcão Damasceno,3,"[{'Order_id': 1545, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 1546, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 1547, 'Product_id': 20, 'Product_name': 'led rgb'}]"
Adriano Damasceno,3,"[{'Order_id': 1550, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 1551, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 1552, 'Product_id': 16, 'Product_name': 'fichario'}]"
Carina Vaz,2,"[{'Order_id': 1553, 'Product_id': 45, 'Product_name': 'instax mini 11'}, {'Order_id': 1554, 'Product_id': 60, 'Product_name': 'cacau show'}]"
Beatriz Arruda Cavalcanti,3,"[{'Order_id': 1555, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 1556, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 1557, 'Product_id': 59, 'Product_name': 'doces'}]"
Nicole Leal Vaz,4,"[{'Order_id': 1559, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 1560, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 1561, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 1562, 'Product_id': 60, 'Product_name': 'cacau show'}]"
Gilmar Velho,6,"[{'Order_id': 1563, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 1564, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 1565, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 1566, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 1567, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 1568, 'Product_id': 26, 'Product_name': 'nikon'}]"
Nicolas Vargas,5,"[{'Order_id': 1569, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 1571, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 1572, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 1573, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 1574, 'Product_id': 28, 'Product_name': 'instax'}]"
Valdomiro Lima Machado,2,"[{'Order_id': 1575, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 1576, 'Product_id': 47, 'Product_name': 'chocolate'}]"
Poliane Nazário Vargas,5,"[{'Order_id': 1577, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 1578, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 1579, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 1580, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 1581, 'Product_id': 39, 'Product_name': 'moto g10 plus'}]"
Antônio Vaz Pacheco,1,"[{'Order_id': 1584, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Valdomiro Cavalcanti Vaz,4,"[{'Order_id': 1585, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 1586, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 1588, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 1590, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Fernando Ruiz Barroso,7,"[{'Order_id': 1591, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 1592, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 1593, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 1594, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 1595, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 1596, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 1597, 'Product_id': 69, 'Product_name': 'barra de chocolate'}]"
